ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2021,08,"70,977","22,019.8",306.7,Lunes,08/23/2021 07:00:00 PM,12.2
19,CAUCA,19418,LOPEZ (MICAY),19418009,NOANAMITO (LÓPEZ (MICAY) - CAUCA),2021,08,"5,418","1,801",40,Miércoles,08/18/2021 08:15:00 PM,6
27,CHOCÓ,27495,NUQUI,27495000,NUQUI (NUQUI - CHOCO),2021,08,"243,140","74,217.66",489.98,Viernes,08/13/2021 06:45:00 PM,23.5
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2021,08,"85,325","30,759.81",169.41,Domingo,08/08/2021 11:00:00 AM,22.9
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUIZAMO - PUTUMAYO),2021,08,"4,394","2,594.4",28.8,Sábado,08/28/2021 06:30:00 PM,7
52,NARIÑO,52835,TUMACO,52835016,PITAL (TUMACO - NARIÑO),2021,08,"20,977","11,894",96,Martes,08/31/2021 07:30:00 PM,8.56
27,CHOCÓ,27077,BAJO BAUDO (PIZARRO),27077000,PIZARRO (BAJO BAUDO (PIZARRO) - CHOCO),2021,08,"204,214","99,882.82",387.55,Miércoles,08/04/2021 07:45:00 PM,23.44
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUAN - CAQUETA),2021,08,"5,662","2,226.31",46.04,Viernes,08/27/2021 06:30:00 PM,5.3
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2021,08,"2,225,164","745,045.18","4,172.08",Viernes,08/27/2021 01:15:00 PM,24
27,CHOCÓ,27099,BOJAYA (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2021,08,"12,719","3,531",74.4,Viernes,08/27/2021 07:00:00 PM,6.54
27,CHOCÓ,27495,NUQUI,27495011,PUERTO JAGUA (NUQUI - CHOCO),2021,08,880,127.79,3.29,Lunes,08/09/2021 06:45:00 PM,7.39
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO (PUERTO LEGUIZAMO - PUTUMAYO),2021,08,"961,358","369,644.06","1,975.95",Jueves,08/26/2021 02:15:00 PM,23.59
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2021,08,"110,682","39,444.59",237.78,Martes,08/24/2021 06:45:00 PM,24
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2021,08,"17,548","7,603.3",82.89,Sábado,08/28/2021 08:00:00 PM,9.51
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRES,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS),2021,08,"17,665,156","1,187,349","30,229.27",Viernes,08/13/2021 03:30:00 PM,24
19,CAUCA,19418,LOPEZ (MICAY),19418012,SAN ANTONIO DE CHUARE (LÓPEZ (MICAY) - CAUCA),2021,08,"8,774","3,211.68",54.53,Jueves,08/05/2021 07:00:00 PM,6.44
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI (GUAPI - CAUCA),2021,08,"11,744","4,140",48.05,Viernes,08/06/2021 07:45:00 PM,9.38
05,ANTIOQUIA,5873,VIGIA DEL FUERTE,05873001,SAN ANTONIO DE PADUA (VIGÍA DEL FUERTE - ANTIOQUIA),2021,08,"5,399","2,044",36.99,Sábado,08/21/2021 01:00:00 PM,6.2
27,CHOCÓ,27006,ACANDI,27006007,SAN FRANCISCO (ACANDI - CHOCO),2021,08,"22,177","7,911.13",121.34,Lunes,08/30/2021 06:45:00 PM,7.47
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA (BUENAVENTURA - VALLE DEL CAUCA),2021,08,"5,921","2,587.73",30.14,Lunes,08/30/2021 11:30:00 AM,8
19,CAUCA,19418,LOPEZ (MICAY),19418015,SAN ISIDRO (LÓPEZ (MICAY) - CAUCA),2021,08,836,359.62,5.66,Miércoles,08/25/2021 06:45:00 PM,5.51
52,NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ (EL CHARCO - NARIÑO),2021,08,"16,506","4,140",88,Sábado,08/07/2021 08:00:00 PM,8.11
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2021,08,"7,907","5,353.35",38.28,Lunes,08/09/2021 08:00:00 PM,8.4
52,NARIÑO,52835,TUMACO,52835902,SAN JUAN COSTA (TUMACO - NARIÑO),2021,08,"23,247","8,497.6",134.4,Sábado,08/21/2021 06:45:00 PM,7.41
52,NARIÑO,52390,LA TOLA,52390016,SAN PABLO DE LA MAR (LA TOLA - NARIÑO),2021,08,"4,761","1,351.01",29.34,Miércoles,08/04/2021 07:00:00 PM,6.46
52,NARIÑO,52520,FRANCISCO PIZARRO,52520013,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2021,08,"4,834","2,334.41",28.06,Domingo,08/01/2021 12:00:00 PM,7.16
13,BOLÍVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE (CARTAGENA - BOLÍVAR),2021,08,"20,083","6,020.86",47.46,Miércoles,08/18/2021 10:15:00 PM,17.29
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCO),2021,08,"51,902","30,085.08",149.03,Lunes,08/02/2021 07:15:00 PM,18.44
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2021,08,"16,142","6,864.67",69.82,Lunes,08/02/2021 07:15:00 PM,9.42
19,CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2021,08,"5,031","2,999.69",25.27,Sábado,08/28/2021 08:45:00 PM,8.1
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2021,08,"134,645","70,101.38",346.37,Jueves,08/26/2021 06:45:00 PM,18.12
52,NARIÑO,52696,SANTA BARBARA (ISCUANDE),52696022,SECADERO  SEQUIHONDA (SANTA BARBARA (ISCUANDE) - NARIÑO),2021,08,"2,899","2,219.29",14.54,Sábado,08/21/2021 12:15:00 PM,8.57
27,CHOCÓ,27001,QUIBDO,27001029,TAGACHI (QUIBDÓ - CHOCO),2021,08,"8,686","3,060.65",40.61,Domingo,08/22/2021 07:15:00 PM,8.28
97,VAUPÉS,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2021,08,"30,762","9,152.64",123.46,Martes,08/24/2021 12:30:00 PM,10.5
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACÁ (TARAPACÁ - AMAZONAS),2021,08,"23,827","10,761.12",88.96,Jueves,08/26/2021 06:30:00 PM,10.16
27,CHOCÓ,27800,UNGUIA,27800005,TITUMATE (UNGUIA - CHOCO),2021,08,"18,716","5,483.06",94.69,Jueves,08/12/2021 08:00:00 PM,8.59
27,CHOCÓ,27800,UNGUIA,27800000,UNGUIA (UNGUIA - CHOCO),2021,08,"420,962","149,705.29",927.7,Viernes,08/06/2021 08:15:00 PM,21.51
05,ANTIOQUIA,5873,VIGIA DEL FUERTE,05873002,VEGAEZ (VIGIA DEL FUERTE - ANTIOQUIA),2021,08,"1,470",105.56,40.77,Lunes,08/02/2021 07:15:00 PM,1.57
05,ANTIOQUIA,5873,VIGIA DEL FUERTE,05873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2021,08,"86,883","37,800.14",320.67,Sábado,08/28/2021 01:30:00 PM,10.16
27,CHOCÓ,27006,ACANDI,27006000,ACANDI (ACANDI - CHOCO),2021,09,"555,951","214,373.94","1,232.88",Viernes,09/17/2021 09:00:00 PM,19.33
52,NARIÑO,52390,LA TOLA,52390005,AGUACATAL  (LA TOLA ),2021,09,"2,088",468.04,12.16,Miércoles,09/22/2021 04:45:00 PM,7.1
52,NARIÑO,52250,EL CHARCO,52250016,ALTERON (URIBE URIBE)  (EL CHARCO),2021,09,"1,133",219.36,14.23,Martes,09/07/2021 05:45:00 PM,5.16
27,CHOCÓ,27495,NUQUI,27495001,ARUSÍ (NUQUI - CHOCO),2021,09,"9,379","4,584.8",44.8,Lunes,09/06/2021 07:30:00 PM,8.45
27,CHOCÓ,27800,UNGUIA,27800001,BALBOA (UNGUIA - CHOCO),2021,09,"21,460","8,135.1",91.04,Sábado,09/04/2021 08:15:00 PM,9.54
52,NARIÑO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2021,09,"9,806","6,036",100.8,Sábado,09/18/2021 07:00:00 PM,3.52
27,CHOCÓ,27099,BOJAYA (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCO),2021,09,"96,786","28,380.48",231.07,Lunes,09/06/2021 07:45:00 PM,18
27,CHOCÓ,27425,MEDIO ATRATO (BETE),27425000,BETE (MEDIO ATRATO (BETE) - CHOCO),2021,09,"15,956","9,568",56,Jueves,09/30/2021 07:30:00 PM,12.31
19,CAUCA,19418,LOPEZ (MICAY),19418033,BOCA GRANDE (LÓPEZ (MICAY) - CAUCA),2021,09,"4,195",858.71,29.84,Martes,09/21/2021 06:45:00 PM,5.54
52,NARIÑO,52835,TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2021,09,"8,557","2,698.2",55.2,Miércoles,09/29/2021 06:15:00 PM,6.59
52,NARIÑO,52490,OLAYA HERRERA,52490913,BOCAS DE PRIETA (OLAYA HERRERA - NARIÑO),2021,09,"3,466",846.71,18.89,Jueves,09/30/2021 07:15:00 PM,7.6
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2021,09,"13,022","7,142.06",88.77,Martes,09/14/2021 07:00:00 PM,6.26
52,NARIÑO,52250,EL CHARCO,52250003,BOLÍVAR (SAN PEDRO) (EL CHARCO - NARIÑO),2021,09,"3,516","2,166.69",22.82,Jueves,09/16/2021 07:30:00 PM,5.57
27,CHOCÓ,27006,ACANDI,27006003,CAPURGANA (ACANDI - CHOCO),2021,09,"284,499","111,601.34",708.22,Viernes,09/17/2021 09:15:00 PM,19.26
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2021,09,"25,753","9,699.67",117.74,Jueves,09/09/2021 06:45:00 PM,9.12
19,CAUCA,19809,TIMBIQUI,19809014,CHACÓN (TIMBIQUÍ - CÁUCA),2021,09,38,6.48,14.56,Jueves,09/09/2021 03:00:00 PM,0.6
27,CHOCÓ,27025,ALTO BAUDO (PIE DE PATO),27025000,CIUDAD BAUDO (ALTO BAUDO (PIE DE PATO) - CHOCO),2021,09,"47,784","15,046.79",113.08,Miércoles,09/08/2021 07:30:00 PM,23.57
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2021,09,"5,737","2,711",31.78,Lunes,09/06/2021 08:00:00 PM,7.41
27,CHOCÓ,27495,NUQUI,27495912,COMUNIDAD INDÍGENA DE PANGUI - (EL YUCAL) (NUQUI - CHOCO),2021,09,"6,811","1,706.66",11.4,Lunes,09/06/2021 07:00:00 AM,22.18
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE (TIMBIQUÍ - CAUCA),2021,09,"7,108","4,203.73",33.68,Miércoles,09/22/2021 07:30:00 PM,8.3
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2021,09,"313,026","129,260.03",704,Lunes,09/20/2021 02:45:00 PM,23.59
27,CHOCÓ,27075,BAHIA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO (MUTIS) - CHOCO),2021,09,"61,966","22,999.3",135.18,Martes,09/07/2021 07:15:00 PM,24
19,CAUCA,19418,LOPEZ (MICAY),19418011,DOS QUEBRADAS NAYA (LÓPEZ (MICAY) - CAUCA),2021,09,"2,874",938.91,31.55,Lunes,09/20/2021 06:30:00 PM,3.46
52,NARIÑO,52250,EL CHARCO,52250022,EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO),2021,09,"5,054","6,476.37",30.41,Domingo,09/12/2021 06:45:00 PM,6.28
27,CHOCÓ,27075,BAHIA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO (MUTIS) - CHOCO),2021,09,"149,526","65,552.92",327.62,Jueves,09/02/2021 07:15:00 PM,23.48
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUAN - CAQUETÁ),2021,09,"12,661","6,607.44",38.3,Sábado,09/25/2021 07:00:00 PM,18.22
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL (SAN VICENTE DEL CAGUAN - CAQUETÁ),2021,09,"6,544","3,157.1",40.78,Sábado,09/25/2021 06:30:00 PM,7.21
94,GUAINÍA,94001,INIRIDA,94001000,INíRIDA (INíRIDA - GUAINíA),2021,09,"1,644,339","536,099.08","3,282.4",Jueves,09/02/2021 03:15:00 PM,23.53
19,CAUCA,19418,LOPEZ (MICAY),19418038,ISLA DE GALLO (LOPEZ (MICAY) - CAUCA),2021,09,"3,573","1,572.07",26.4,Sábado,09/18/2021 06:30:00 PM,5.48
13,BOLÍVAR,13001,CARTAGENA,13001007,ISLA FUERTE (CARTAGENA - BOLíVAR),2021,09,"13,611","7,310.78",140.51,Viernes,09/17/2021 03:00:00 PM,4.21
13,BOLÍVAR,13001,CARTAGENA,13001037,ISLA MúCURA (CARTAGENA - BOLíVAR),2021,09,"6,464","2,355.15",19.23,Sábado,09/25/2021 10:15:00 PM,14.8
27,CHOCÓ,27372,JURADO,27372000,JURADO (JURADO - CHOCO),2021,09,"157,094","71,721.72",289.12,Lunes,09/20/2021 07:15:00 PM,23.57
19,CAUCA,19418,LOPEZ (MICAY),19418007,LA CONCHA - CONCEPCION NAYA (LOPEZ (MICAY) - CAUCA),2021,09,"2,518",462.48,15.16,Viernes,09/10/2021 07:45:00 PM,6.45
52,NARIÑO,52696,SANTA BARBARA (ISCUANDE),52696014,LA ENSENADA (SANTA BARBARA (ISCUANDE) - NARIÑO),2021,09,"2,664","1,037.34",16.54,Jueves,09/30/2021 07:15:00 PM,6.24
27,CHOCÓ,27099,BOJAYA (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCO),2021,09,"10,188","4,505.6",60.8,Sábado,09/18/2021 07:45:00 PM,7.36
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2021,09,"314,855","138,177.1",623.59,Jueves,09/02/2021 06:15:00 PM,23.49
52,NARIÑO,52390,LA TOLA,52390003,LA VIGÍA (LA TOLA - NARIÑO),2021,09,"5,970","2,647.14",28.16,Sábado,09/11/2021 11:30:00 AM,9.45
52,NARIÑO,52835,TUMACO,52835149,LAS MERCEDES (EL CHARCO - NARIÑO),2021,09,"2,034",759.46,13.22,Viernes,09/10/2021 08:00:00 PM,6.3
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2021,09,"3,758,106","1,158,829","7,348.51",Lunes,09/20/2021 03:45:00 PM,24
19,CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2021,09,"7,729","3,452.31",58.97,Jueves,09/02/2021 06:00:00 PM,9.19
50,META,50325,MAPIRIPAN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2021,09,"157,120","61,696.8",320.76,Jueves,09/09/2021 06:45:00 PM,23.58
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2021,09,"77,896","28,646.97",196.68,Lunes,09/13/2021 06:45:00 PM,19.17
97,VAUPÉS,97001,MITU,97001000,MITÚ (MITÚ - VAUPÉS),2021,09,"1,296,787","397,945.91","2,765.64",Lunes,09/06/2021 12:00:00 PM,23.57
52,NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2021,09,"4,026","3,334.93",37.79,Lunes,09/27/2021 06:45:00 PM,5.42
27,CHOCÓ,27075,BAHIA SOLANO (MUTIS),27075000,MUTIS (BAHIA SOLANO (MUTIS) - CHOCO),2021,09,"670,181","241,617.86","1,371.92",Sábado,09/25/2021 11:30:00 AM,23.57
27,CHOCÓ,27099,BOJAYA (BELLAVISTA),27099005,NAPIPI (BOJAYÁ (BELLAVISTA) - CHOCO),2021,09,"5,946","1,224.8",60.8,Domingo,09/12/2021 06:30:00 PM,3.41
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2021,09,"71,218","22,215.05",297.96,Jueves,09/02/2021 07:00:00 PM,13.24
19,CAUCA,19418,LOPEZ (MICAY),19418009,NOANAMITO (LÓPEZ (MICAY) - CAUCA),2021,09,"5,674","1,841",44,Sábado,09/18/2021 08:30:00 PM,6.18
27,CHOCÓ,27495,NUQUI,27495000,NUQUI (NUQUI - CHOCO),2021,09,"241,075","74,435.92",501.25,Viernes,09/17/2021 07:15:00 PM,24
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2021,09,"84,503","30,837.36",187.39,Sábado,09/18/2021 06:45:00 PM,21.44
27,CHOCÓ,27077,BAJO BAUDO (PIZARRO),27077011,PILIZA (BAJO BAUDÓ - CHOCÓ),2021,09,"5,440","6,528.8",32,Sábado,09/25/2021 06:30:00 PM,7.32
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUIZAMO - PUTUMAYO),2021,09,"3,863","2,237.6",25.6,Lunes,09/27/2021 07:00:00 PM,6.49
52,NARIÑO,52835,TUMACO,52835016,PITAL (TUMACO - NARIÑO),2021,09,"12,194","6,995",96,Sábado,09/18/2021 01:00:00 PM,5.24
27,CHOCÓ,27077,BAJO BAUDO (PIZARRO),27077000,PIZARRO (BAJO BAUDO (PIZARRO) - CHOCO),2021,09,"198,443","96,052.04",396.53,Viernes,09/10/2021 07:15:00 PM,23.21
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS),2021,09,"1,033,890","278,455","1,762.32",Jueves,09/16/2021 09:15:00 PM,24
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUAN - CAQUETA),2021,09,"5,861","2,301.68",45.2,Jueves,09/09/2021 07:30:00 PM,5.53
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2021,09,"2,273,788","757,876.24","4,409.68",Jueves,09/02/2021 02:30:00 PM,24
27,CHOCÓ,27099,BOJAYA (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2021,09,"10,991",537,72,Viernes,09/03/2021 06:45:00 PM,6.2
27,CHOCÓ,27495,NUQUI,27495011,PUERTO JAGUA (NUQUI - CHOCO),2021,09,671,559.4,5.02,Miércoles,09/22/2021 06:45:00 PM,7
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO (PUERTO LEGUIZAMO - PUTUMAYO),2021,09,"938,441","362,606.38","1,975.69",Lunes,09/27/2021 03:15:00 PM,24
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2021,09,"109,597","38,862.3",231.97,Sábado,09/04/2021 07:00:00 PM,24
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2021,09,"15,904","6,817.98",83.89,Sábado,09/11/2021 06:45:00 PM,8.27
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRES,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS),2021,09,"17,428,300","278,455","30,240.2",Jueves,09/23/2021 03:30:00 PM,24
19,CAUCA,19418,LOPEZ (MICAY),19418012,SAN ANTONIO DE CHUARE (LÓPEZ (MICAY) - CAUCA),2021,09,"8,156","2,975.18",52.03,Viernes,09/17/2021 06:45:00 PM,6.37
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI (GUAPI - CAUCA),2021,09,"8,896","4,250",47.33,Miércoles,09/15/2021 06:45:00 PM,7.42
05,ANTIOQUIA,5873,VIGIA DEL FUERTE,05873001,SAN ANTONIO DE PADUA (VIGÍA DEL FUERTE - ANTIOQUIA),2021,09,"4,520","1,670.79",38.5,Martes,09/21/2021 07:00:00 PM,5.8
27,CHOCÓ,27006,ACANDI,27006007,SAN FRANCISCO (ACANDI - CHOCO),2021,09,"21,444","7,742.22",120.43,Domingo,09/26/2021 08:15:00 PM,7.44
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2021,10,"5,093","2,472.51",34.14,Sábado,10/30/2021 07:00:00 PM,5.57
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA (BUENAVENTURA - VALLE DEL CAUCA),2021,09,"5,735","3,013.72",33.89,Sábado,09/18/2021 12:00:00 PM,7.39
19,CAUCA,19418,LOPEZ (MICAY),19418015,SAN ISIDRO (LÓPEZ (MICAY) - CAUCA),2021,09,776,332.49,5.63,Viernes,09/17/2021 05:30:00 PM,5.53
52,NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ (EL CHARCO - NARIÑO),2021,09,"16,044","4,250",88,Sábado,09/18/2021 06:45:00 PM,8
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2021,09,"7,793","5,400.14",38.52,Sábado,09/18/2021 08:15:00 PM,8.3
52,NARIÑO,52835,TUMACO,52835902,SAN JUAN COSTA (TUMACO - NARIÑO),2021,09,"23,581","8,294.4",147.2,Sábado,09/18/2021 06:45:00 PM,7.45
52,NARIÑO,52390,LA TOLA,52390016,SAN PABLO DE LA MAR (LA TOLA - NARIÑO),2021,09,"4,675","1,318.49",29.57,Sábado,09/18/2021 06:45:00 PM,6.42
52,NARIÑO,52520,FRANCISCO PIZARRO,52520013,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2021,09,"4,073","2,023.5",29.31,Miércoles,09/01/2021 07:30:00 PM,6.8
27,CHOCÓ,27425,MEDIO ATRATO (BETE),27425008,SAN ROQUE (MEDIO ATRATO (BETE) - CHOCO),2021,09,"2,148",611,27.1,Miércoles,09/01/2021 07:30:00 PM,3.9
13,BOLÍVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE (CARTAGENA - BOLÍVAR),2021,09,"19,617","7,175.84",49.06,Jueves,09/30/2021 09:45:00 PM,17.27
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCO),2021,09,"50,714","29,070",152.2,Viernes,09/03/2021 12:45:00 PM,18.48
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2021,09,"14,985","6,469.63",65.54,Jueves,09/02/2021 07:45:00 PM,9.23
19,CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2021,09,"5,154","3,102.43",27.17,Martes,09/07/2021 07:15:00 PM,8.36
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2021,09,"135,039","69,388.61",343.97,Lunes,09/20/2021 06:45:00 PM,18.9
52,NARIÑO,52696,SANTA BARBARA (ISCUANDE),52696022,SECADERO  SEQUIHONDA (SANTA BARBARA (ISCUANDE) - NARIÑO),2021,09,"2,813","2,084.22",13.49,Viernes,09/10/2021 06:30:00 PM,8.5
27,CHOCÓ,27001,QUIBDO,27001029,TAGACHI (QUIBDÓ - CHOCO),2021,09,"7,785","2,827.23",42.22,Sábado,09/25/2021 01:45:00 PM,7.37
97,VAUPÉS,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2021,09,"32,757","10,214.03",133.76,Martes,09/14/2021 12:30:00 PM,11.12
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACÁ (TARAPACÁ - AMAZONAS),2021,09,"23,838","10,769.06",90.96,Martes,09/28/2021 06:15:00 PM,10.21
27,CHOCÓ,27800,UNGUIA,27800005,TITUMATE (UNGUIA - CHOCO),2021,09,"20,480","6,066.06",94.86,Domingo,09/12/2021 07:00:00 PM,10.34
27,CHOCÓ,27800,UNGUIA,27800000,UNGUIA (UNGUIA - CHOCO),2021,09,"411,202","144,187.3",927.17,Viernes,09/03/2021 01:45:00 PM,21.38
05,ANTIOQUIA,5873,VIGIA DEL FUERTE,05873002,VEGAEZ (VIGIA DEL FUERTE - ANTIOQUIA),2021,09,"4,371",510.74,38.37,Jueves,09/16/2021 07:30:00 PM,6.51
05,ANTIOQUIA,5873,VIGIA DEL FUERTE,05873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2021,09,"95,811","39,504.08",328.77,Lunes,09/06/2021 12:30:00 PM,11.26
19,CAUCA,19418,LOPEZ (MICAY),19418019,ZARAGOZA (LOPEZ (MICAY) - CAUCA),2021,09,"4,090","1,786.22",52.58,Domingo,09/19/2021 07:15:00 PM,3.21
27,CHOCÓ,27006,ACANDI,27006000,ACANDI (ACANDI - CHOCO),2021,10,"550,551","211,844.82","1,261.04",Martes,10/19/2021 07:15:00 PM,19.6
52,NARIÑO,52390,LA TOLA,52390005,AGUACATAL  (LA TOLA ),2021,10,"1,670",415.87,11.95,Jueves,10/21/2021 06:30:00 PM,5.32
52,NARIÑO,52250,EL CHARCO,52250016,ALTERON (URIBE URIBE)  (EL CHARCO),2021,10,"1,401",274.96,8.78,Viernes,10/29/2021 07:00:00 PM,6.2
27,CHOCÓ,27800,UNGUIA,27800001,BALBOA (UNGUIA - CHOCO),2021,10,"22,124","8,431.36",89.79,Jueves,10/07/2021 09:00:00 PM,9.59
94,GUAINÍA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS (BARRANCO MINAS - GUAINíA),2021,10,"69,451","24,459.91",214.33,Jueves,10/14/2021 06:30:00 PM,15.25
52,NARIÑO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2021,10,"18,786","11,821.2",100.8,Sábado,10/30/2021 06:45:00 PM,7.27
27,CHOCÓ,27099,BOJAYA (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCO),2021,10,"100,361","28,453.98",236.05,Jueves,10/28/2021 07:00:00 PM,17.43
