ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS
19,CAUCA,19418,LOPEZ (MICAY),19418019,ZARAGOZA (LOPEZ (MICAY) - CAUCA),2020,04,"9,102","3,817.2",58.4,Sábado,04/11/2020 09:00:00 PM,7.29
27,CHOCO,27006,ACANDI,27006000,ACANDI (ACANDI - CHOCO),2020,05,"437,454","187,343.2","1,043.68",Jueves,05/28/2020 09:30:00 PM,18.14
52,NARINO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2020,05,"9,895","2,161.71",64.29,Jueves,05/07/2020 07:45:00 PM,6.3
27,CHOCO,27495,NUQUI,27495001,ARUSÍ (NUQUI - CHOCO),2020,05,"10,291","4,079.6",52.8,Miércoles,05/06/2020 06:30:00 PM,8
27,CHOCO,27800,UNGUIA,27800001,BALBOA (UNGUIA - CHOCO),2020,05,"15,548","6,333.99",75.07,Viernes,05/22/2020 08:00:00 PM,8.5
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS (BARRANCO MINAS - GUAINíA),2020,05,"36,573","11,609.37",144,Miércoles,05/20/2020 06:30:00 PM,10.4
52,NARINO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2020,05,"19,902","12,778.8",110.4,Viernes,05/22/2020 07:30:00 PM,7.4
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCO),2020,05,"83,271","31,078.77",237.21,Martes,05/26/2020 06:45:00 PM,16.2
27,CHOCO,27425,MEDIO ATRATO (BETE),27425000,BETE (MEDIO ATRATO (BETE) - CHOCO),2020,05,"12,887","5,490",68,Lunes,05/04/2020 07:45:00 PM,10.11
52,NARINO,52835,TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2020,05,"8,890","1,548.6",52.8,Domingo,05/03/2020 11:15:00 AM,7.5
52,NARINO,52490,OLAYA HERRERA,52490913,BOCAS DE PRIETA (OLAYA HERRERA - NARIÑO),2020,05,"4,208",764.37,21.65,Lunes,05/11/2020 06:45:00 PM,7.9
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2020,05,"13,855","7,992.85",93.12,Sábado,05/23/2020 06:30:00 PM,6.27
27,CHOCO,27006,ACANDI,27006003,CAPURGANA (ACANDI - CHOCO),2020,05,"220,933","93,697.82","48,259",Sábado,05/02/2020 10:00:00 PM,19.7
97,VAUPES,97161,CARURU,97161000,CARURÚ (CARURÚ - VAUPÉS),2020,05,"19,310","6,265.05",73.3,Sábado,05/09/2020 06:45:00 PM,12.7
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2020,05,"25,270","14,477.28",123.2,Martes,05/12/2020 07:45:00 PM,8.52
19,CAUCA,19809,TIMBIQUI,19809014,CHACÓN (TIMBIQUÍ - CÁUCA),2020,05,"3,194",511.29,24.77,Lunes,05/18/2020 07:15:00 PM,4.58
27,CHOCO,27025,ALTO BAUDO (PIE DE PATO),27025000,CIUDAD BAUDO (ALTO BAUDO (PIE DE PATO) - CHOCO),2020,05,"43,107","12,291.84",130.15,Jueves,05/21/2020 07:15:00 PM,15.13
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2020,05,"6,822","1,993.05",41.86,Miércoles,05/06/2020 06:45:00 PM,6.29
27,CHOCO,27495,NUQUI,27495912,COMUNIDAD INDÍGENA DE PANGUI - (EL YUCAL) (NUQUI - CHOCO),2020,05,"6,546","1,603.18",11.33,Sábado,05/30/2020 06:15:00 PM,21.34
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE (TIMBIQUÍ - CAUCA),2020,05,"6,713","3,755.59",34.52,Viernes,05/08/2020 07:45:00 PM,7.18
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2020,05,"238,166","103,616.04",556.16,Martes,05/12/2020 01:15:00 PM,20.23
27,CHOCO,27075,BAHIA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO (MUTIS) - CHOCO),2020,05,"61,108","24,351.04",132.36,Miércoles,05/13/2020 07:00:00 PM,23.6
27,CHOCO,27075,BAHIA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO (MUTIS) - CHOCO),2020,05,"139,418","59,726.9",296.47,Sábado,05/09/2020 07:00:00 PM,23.37
94,GUAINIA,94001,INIRIDA,94001000,INíRIDA (INíRIDA - GUAINíA),2020,05,"1,420,997","488,070.44","2,706",Jueves,05/21/2020 02:30:00 PM,24
19,CAUCA,19418,LOPEZ (MICAY),19418038,ISLA DE GALLO (LOPEZ (MICAY) - CAUCA),2020,05,"3,648","1,191.25",27.3,Miércoles,05/13/2020 07:30:00 PM,5.37
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE (CARTAGENA - BOLíVAR),2020,05,"12,198","6,756.56",120.64,Martes,05/26/2020 03:45:00 PM,3.58
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MúCURA (CARTAGENA - BOLíVAR),2020,05,"7,325","3,031.69",25.06,Lunes,05/25/2020 09:30:00 PM,12.28
52,NARINO,52696,SANTA BARBARA (ISCUANDE),52696014,LA ENSENADA (SANTA BARBARA (ISCUANDE) - NARIÑO),2020,05,"3,882","5,490.88",24.83,Lunes,05/04/2020 07:00:00 PM,5.58
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCO),2020,05,"12,586","5,064.8",70.4,Lunes,05/25/2020 07:00:00 PM,8.15
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2020,05,"329,807","163,079.2",675.94,Martes,05/19/2020 06:30:00 PM,23.29
52,NARINO,52390,LA TOLA,52390003,LA VIGÍA (LA TOLA - NARIÑO),2020,05,"6,305","2,716.27",33.6,Miércoles,05/06/2020 07:00:00 PM,7.39
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2020,05,"3,146,244","1,005,565","5,829.55",Lunes,05/11/2020 06:30:00 PM,24
19,CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2020,05,246,36.65,15.38,Domingo,05/03/2020 08:00:00 PM,0.36
50,META,50325,MAPIRIPAN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2020,05,"134,889","55,455.18",261.8,Lunes,05/11/2020 07:00:00 PM,23.5
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2020,05,"77,588","26,796",186.12,Viernes,05/29/2020 06:15:00 PM,18.57
97,VAUPES,97001,MITU,97001000,MITÚ (MITÚ - VAUPÉS),2020,05,"1,205,135","363,933.07","2,658.32",Martes,05/12/2020 12:00:00 PM,24
52,NARINO,52473,MOSQUERA,52473000,MOSQUERA (MOSQUERA - NARIÑO),2020,05,"4,220",0,37.47,Viernes,05/08/2020 06:00:00 PM,6.14
27,CHOCO,27075,BAHIA SOLANO (MUTIS),27075000,MUTIS (BAHIA SOLANO (MUTIS) - CHOCO),2020,05,"599,459","246,004.44","1,100",Jueves,05/07/2020 07:45:00 PM,23.58
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099005,NAPIPI (BOJAYÁ (BELLAVISTA) - CHOCO),2020,05,"7,770","2,032.8",60.8,Viernes,05/22/2020 07:45:00 PM,4.55
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2020,05,"27,489","11,592.57",240.24,Martes,05/12/2020 07:00:00 PM,5.36
19,CAUCA,19418,LOPEZ (MICAY),19418009,NOANAMITO (LÓPEZ (MICAY) - CAUCA),2020,05,"2,151",835,36,Domingo,05/31/2020 08:30:00 PM,3.9
27,CHOCO,27495,NUQUI,27495000,NUQUI (NUQUI - CHOCO),2020,05,"222,546","71,852.75",467.1,Miércoles,05/13/2020 07:30:00 PM,21.56
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2020,05,"51,375","19,515.01",159.87,Sábado,05/02/2020 07:00:00 PM,15.17
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUIZAMO - PUTUMAYO),2020,05,"2,729","1,321.6",22.4,Domingo,05/31/2020 09:15:00 PM,5.7
52,NARINO,52835,TUMACO,52835016,PITAL (TUMACO - NARIÑO),2020,05,"14,058","8,041",84,Jueves,05/14/2020 07:00:00 PM,7.6
27,CHOCO,27077,BAJO BAUDO (PIZARRO),27077000,PIZARRO (BAJO BAUDO (PIZARRO) - CHOCO),2020,05,"196,794","90,691.26",411.31,Lunes,05/04/2020 07:15:00 PM,22.39
88,ARCHIPIELAGO DE SAN ANDRES,88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS),2020,05,"989,193","332,232","1,583.36",Martes,05/26/2020 10:00:00 PM,24
52,NARINO,52835,TUMACO,52835212,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2020,05,"3,771","1,380.86",18.56,Jueves,05/07/2020 06:30:00 PM,8.54
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUAN - CAQUETA),2020,05,"4,388","1,762.62",41.2,Sábado,05/23/2020 08:00:00 PM,4.56
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2020,05,"2,258,153","740,232.68","4,274.16",Martes,05/12/2020 08:45:00 PM,24
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2020,05,"831,672",744.6,"1,600.63",Jueves,05/28/2020 03:00:00 PM,24
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO (PUERTO LEGUIZAMO - PUTUMAYO),2020,05,"39,430","271,979.12",259.78,Jueves,05/07/2020 08:00:00 PM,6.2
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2020,05,"87,291","29,943.36",197.3,Lunes,05/11/2020 06:45:00 PM,23.59
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2020,05,"26,670","9,024.62",187.09,Miércoles,05/06/2020 07:30:00 PM,6.22
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2020,05,"14,773","7,473.42",74.74,Jueves,05/14/2020 07:30:00 PM,8.21
88,ARCHIPIELAGO DE SAN ANDRES,88001,SAN ANDRES,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS),2020,05,"12,120,172","3,487,078","20,091.52",Martes,05/26/2020 11:30:00 AM,24
19,CAUCA,19418,LOPEZ (MICAY),19418012,SAN ANTONIO DE CHUARE (LÓPEZ (MICAY) - CAUCA),2020,05,"5,496",0,42.24,Sábado,05/23/2020 07:00:00 PM,5.26
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA (BUENAVENTURA - VALLE DEL CAUCA),2020,05,"5,744","3,438.91",32.06,Sábado,05/09/2020 07:00:00 PM,7.18
52,NARINO,52250,EL CHARCO,52250007,SAN JOSÉ (EL CHARCO - NARIÑO),2020,05,"16,350","3,784",96,Miércoles,05/06/2020 08:00:00 PM,7.15
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2020,05,"6,603","4,116.52",44.42,Miércoles,05/27/2020 06:45:00 PM,5.32
52,NARINO,52490,OLAYA HERRERA,52490008,SAN JOSÉ CALABAZAL (OLAYA HERRERA - NARIÑO),2020,05,"6,378","2,088.48",43.97,Lunes,05/11/2020 06:30:00 PM,5.21
52,NARINO,52835,TUMACO,52835902,SAN JUAN COSTA (TUMACO - NARIÑO),2020,05,"32,946","27,957.6",150.4,Viernes,05/15/2020 07:00:00 PM,10.17
27,CHOCO,27425,MEDIO ATRATO (BETE),27425008,SAN ROQUE (MEDIO ATRATO (BETE) - CHOCO),2020,05,"2,801",541.96,29.62,Domingo,05/31/2020 07:30:00 PM,3.48
27,CHOCO,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCO),2020,05,"61,706","31,729.04",153.25,Sábado,05/23/2020 07:15:00 PM,16.22
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2020,05,"12,512","4,555.34",80.06,Martes,05/26/2020 06:45:00 PM,6.29
52,NARINO,52696,SANTA BARBARA (ISCUANDE),52696017,SANTA RITA (SANTA BARBARA (ISCUANDE) - NARIÑO),2020,05,"6,954","3,632.43",37.96,Viernes,05/15/2020 08:00:00 PM,7.9
27,CHOCO,27745,SIPI,27745000,SIPI (SIPI - CHOCO),2020,05,"10,450","2,798.4",79.2,Lunes,05/25/2020 07:00:00 PM,5.21
27,CHOCO,27001,QUIBDO,27001029,TAGACHI (QUIBDÓ - CHOCO),2020,05,"6,205","1,363.16",53.4,Sábado,05/02/2020 08:15:00 PM,4.34
97,VAUPES,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2020,05,"25,837","8,139.36",108.77,Viernes,05/01/2020 01:00:00 PM,9.4
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACÁ (TARAPACÁ - AMAZONAS),2020,05,"21,590","8,699.06",83.14,Viernes,05/01/2020 06:45:00 PM,10.15
27,CHOCO,27800,UNGUIA,27800005,TITUMATE (UNGUIA - CHOCO),2020,05,"10,671","3,799.11",65.74,Domingo,05/24/2020 08:00:00 PM,6.3
27,CHOCO,27800,UNGUIA,27800000,UNGUIA (UNGUIA - CHOCO),2020,05,"270,445","94,747.18",797.72,Lunes,05/25/2020 08:45:00 PM,16.12
05,ANTIOQUIA,05873,VIGIA DEL FUERTE,05873002,VEGAEZ (VIGIA DEL FUERTE - ANTIOQUIA),2020,05,"6,290",846.26,55.23,Lunes,05/04/2020 06:00:00 PM,6.27
05,ANTIOQUIA,05873,VIGIA DEL FUERTE,05873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2020,05,"89,878","32,959.34",304.13,Lunes,05/18/2020 01:15:00 PM,11.34
19,CAUCA,19418,LOPEZ (MICAY),19418019,ZARAGOZA (LOPEZ (MICAY) - CAUCA),2020,05,"8,990","3,802.4",55.39,Domingo,05/03/2020 06:30:00 PM,7.11
27,CHOCO,27006,ACANDI,27006000,ACANDI (ACANDI - CHOCO),2020,06,"406,862","180,888.62","1,006.72",Martes,06/09/2020 08:45:00 PM,18.12
52,NARINO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2020,06,"9,999","2,415.13",62.59,Lunes,06/01/2020 06:45:00 PM,6.52
27,CHOCO,27495,NUQUI,27495001,ARUSÍ (NUQUI - CHOCO),2020,06,"9,660","3,705.6",51.2,Lunes,06/15/2020 07:45:00 PM,8
27,CHOCO,27800,UNGUIA,27800001,BALBOA (UNGUIA - CHOCO),2020,06,"15,360","6,197.85",79.4,Sábado,06/27/2020 07:45:00 PM,8.16
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS (BARRANCO MINAS - GUAINíA),2020,06,"37,614","13,589.31",160.62,Viernes,06/12/2020 03:00:00 PM,9.38
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCO),2020,06,"62,232","23,380.31",214.31,Jueves,06/18/2020 07:30:00 PM,12.41
27,CHOCO,27425,MEDIO ATRATO (BETE),27425000,BETE (MEDIO ATRATO (BETE) - CHOCO),2020,06,"13,034","5,977",72,Martes,06/30/2020 07:15:00 PM,10.11
52,NARINO,52835,TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2020,06,"8,730","1,646.4",52.8,Domingo,06/28/2020 12:00:00 PM,7.11
52,NARINO,52490,OLAYA HERRERA,52490913,BOCAS DE PRIETA (OLAYA HERRERA - NARIÑO),2020,06,"4,797",961.48,23.66,Miércoles,06/10/2020 05:00:00 PM,8.25
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2020,06,"9,236","5,211.6",87.42,Lunes,06/01/2020 06:30:00 PM,4.41
97,VAUPES,97161,CARURU,97161000,CARURÚ (CARURÚ - VAUPÉS),2020,06,"19,281","5,925.5",73.92,Martes,06/16/2020 07:15:00 PM,12.9
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2020,06,"22,685","13,339.39",110.7,Jueves,06/25/2020 08:00:00 PM,8.41
19,CAUCA,19809,TIMBIQUI,19809014,CHACÓN (TIMBIQUÍ - CÁUCA),2020,06,"3,453",614.88,25.31,Jueves,06/11/2020 07:30:00 PM,5.29
52,NARINO,52835,TUMACO,52835012,CHAJAL (TUMACO - NARIÑO),2020,06,"3,043",893.02,130.59,Lunes,06/01/2020 07:00:00 PM,0.54
27,CHOCO,27025,ALTO BAUDO (PIE DE PATO),27025000,CIUDAD BAUDO (ALTO BAUDO (PIE DE PATO) - CHOCO),2020,06,"24,520","7,004.01",126.02,Viernes,06/05/2020 06:45:00 PM,9.39
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2020,06,"6,797","2,028.56",40.64,Domingo,06/07/2020 07:45:00 PM,7.8
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE (TIMBIQUÍ - CAUCA),2020,06,"6,029","3,485.8",33.16,Martes,06/23/2020 07:15:00 PM,6.59
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2020,06,"227,599","100,665.18",519.2,Viernes,06/05/2020 03:45:00 PM,20.24
27,CHOCO,27075,BAHIA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO (MUTIS) - CHOCO),2020,06,"56,575","23,747.7",123.88,Sábado,06/06/2020 07:30:00 PM,23.57
27,CHOCO,27075,BAHIA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO (MUTIS) - CHOCO),2020,06,"132,657","56,987.24",295.15,Jueves,06/18/2020 07:30:00 PM,23.45
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUAN - CAQUETÁ),2020,06,"2,236",845.54,36.6,Sábado,06/27/2020 08:00:00 PM,3.36
94,GUAINIA,94001,INIRIDA,94001000,INíRIDA (INíRIDA - GUAINíA),2020,06,"1,358,799","468,211.26","2,608.32",Miércoles,06/10/2020 02:45:00 PM,24
19,CAUCA,19418,LOPEZ (MICAY),19418038,ISLA DE GALLO (LOPEZ (MICAY) - CAUCA),2020,06,"3,463","1,191.42",24.96,Viernes,06/19/2020 06:30:00 PM,5.49
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE (CARTAGENA - BOLíVAR),2020,06,"12,267","6,862.92",120.72,Martes,06/16/2020 02:30:00 PM,4.7
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MúCURA (CARTAGENA - BOLíVAR),2020,06,"7,210","2,949.41",23.14,Domingo,06/07/2020 08:30:00 PM,12.57
52,NARINO,52696,SANTA BARBARA (ISCUANDE),52696014,LA ENSENADA (SANTA BARBARA (ISCUANDE) - NARIÑO),2020,06,"2,920","4,790.96",22.69,Martes,06/02/2020 06:45:00 PM,5.12
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCO),2020,06,"10,970","4,316.8",67.2,Lunes,06/08/2020 07:00:00 PM,7.42
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2020,06,"307,214","152,062.48",634.87,Miércoles,06/03/2020 07:30:00 PM,23.44
52,NARINO,52390,LA TOLA,52390003,LA VIGÍA (LA TOLA - NARIÑO),2020,06,"6,257","2,772.74",32,Lunes,06/15/2020 12:30:00 PM,8.15
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2020,06,"3,235,370","1,055,422","6,030.04",Miércoles,06/24/2020 06:15:00 PM,24
50,META,50325,MAPIRIPAN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2020,06,"129,916","54,281.7",271.04,Martes,06/09/2020 06:45:00 PM,23.47
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2020,06,"74,017","25,831.63",190.08,Lunes,06/29/2020 07:45:00 PM,18.45
97,VAUPES,97001,MITU,97001000,MITÚ (MITÚ - VAUPÉS),2020,06,"1,162,170","352,911.23","2,567.84",Miércoles,06/10/2020 11:30:00 AM,23.54
52,NARINO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2020,06,"4,015","2,118.82",35.78,Miércoles,06/03/2020 06:45:00 PM,6.2
27,CHOCO,27075,BAHIA SOLANO (MUTIS),27075000,MUTIS (BAHIA SOLANO (MUTIS) - CHOCO),2020,06,"567,225","227,852.24","1,066.56",Miércoles,06/17/2020 07:15:00 PM,23.51
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099005,NAPIPI (BOJAYÁ (BELLAVISTA) - CHOCO),2020,06,"9,297","2,378.4",60.8,Sábado,06/27/2020 07:30:00 PM,6.9
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2020,06,"26,493","12,005.73",212.88,Martes,06/16/2020 07:30:00 PM,5.33
27,CHOCO,27495,NUQUI,27495000,NUQUI (NUQUI - CHOCO),2020,06,"226,027","73,899.28",458.66,Lunes,06/08/2020 07:15:00 PM,23.57
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2020,06,"67,761","29,906.77",129.22,Jueves,06/18/2020 08:45:00 PM,22.52
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUIZAMO - PUTUMAYO),2020,06,"2,615","1,328.8",25.6,Sábado,06/06/2020 08:45:00 PM,4.57
52,NARINO,52835,TUMACO,52835016,PITAL (TUMACO - NARIÑO),2020,06,"18,059","10,339",84,Martes,06/02/2020 12:45:00 PM,9.37
27,CHOCO,27077,BAJO BAUDO (PIZARRO),27077000,PIZARRO (BAJO BAUDO (PIZARRO) - CHOCO),2020,06,"179,367","83,557.85",374.88,Lunes,06/08/2020 07:30:00 PM,22.33
88,ARCHIPIELAGO DE SAN ANDRES,88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS),2020,06,"933,652","309,808","1,585.37",Lunes,06/08/2020 10:45:00 PM,24
52,NARINO,52835,TUMACO,52835212,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2020,06,"4,504","1,673.51",18.46,Sábado,06/06/2020 07:00:00 PM,12.3
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUAN - CAQUETA),2020,06,"4,664","1,943.52",38.96,Jueves,06/25/2020 07:30:00 PM,5.9
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2020,06,"2,093,680","684,594.46","4,004",Jueves,06/04/2020 02:30:00 PM,24
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO (PUERTO LEGUIZAMO - PUTUMAYO),2020,06,"838,501","286,224.93","1,757.18",Miércoles,06/10/2020 11:00:00 AM,22.21
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2020,06,"32,761","11,240.24",258.37,Viernes,06/19/2020 07:30:00 PM,4.53
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2020,06,"78,493","29,097.11",177.76,Martes,06/23/2020 06:30:00 PM,23.54
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2020,06,"27,081","9,553.32",164.38,Lunes,06/22/2020 07:15:00 PM,6.35
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2020,06,"13,591","6,777.92",74.41,Sábado,06/13/2020 07:00:00 PM,7.47
88,ARCHIPIELAGO DE SAN ANDRES,88001,SAN ANDRES,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS),2020,06,"11,390,779","3,232,330","20,659.63",Lunes,06/08/2020 11:30:00 AM,24
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA (BUENAVENTURA - VALLE DEL CAUCA),2020,06,"5,273","1,834.82",29.47,Lunes,06/15/2020 07:30:00 PM,7.9
52,NARINO,52250,EL CHARCO,52250007,SAN JOSÉ (EL CHARCO - NARIÑO),2020,06,"16,652","3,626",88,Lunes,06/22/2020 06:00:00 PM,7.53
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2020,06,"7,795","4,715.36",45.72,Sábado,06/27/2020 07:15:00 PM,6.3
52,NARINO,52490,OLAYA HERRERA,52490008,SAN JOSÉ CALABAZAL (OLAYA HERRERA - NARIÑO),2020,06,"6,153","1,986.4",42.82,Miércoles,06/03/2020 07:00:00 PM,5.3
52,NARINO,52835,TUMACO,52835902,SAN JUAN COSTA (TUMACO - NARIÑO),2020,06,"29,442","23,808.8",150.4,Jueves,06/25/2020 06:45:00 PM,8.51
27,CHOCO,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCO),2020,06,"57,867","29,566.35",162.1,Lunes,06/01/2020 07:45:00 PM,16.22
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2020,06,"11,476","4,268.35",75.2,Viernes,06/26/2020 07:00:00 PM,6.18
52,NARINO,52696,SANTA BARBARA (ISCUANDE),52696017,SANTA RITA (SANTA BARBARA (ISCUANDE) - NARIÑO),2020,06,"5,143","2,770.07",36.92,Lunes,06/08/2020 07:30:00 PM,5.47
27,CHOCO,27745,SIPI,27745000,SIPI (SIPI - CHOCO),2020,06,"10,264","3,065.7",79.2,Martes,06/02/2020 07:00:00 PM,5.27
97,VAUPES,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2020,06,"26,263","8,361.98",114.66,Viernes,06/05/2020 06:45:00 PM,9.45
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACÁ (TARAPACÁ - AMAZONAS),2020,06,"21,010","8,908",84.14,Miércoles,06/10/2020 06:45:00 PM,10.15
